src\classes\action\action.py	17	const	\n    长态动作装饰器，用于为动作类自动添加时间管理功能\n\n    Args:\n        step_month: 动作需要的月份数\n    
src\classes\action\action.py	28	const	\n            根据时间差判断动作是否完成\n            接受但忽略额外的参数以保持与其他动作类型的兼容性\n            
src\classes\action\action.py	48	const	\n    角色可以执行的动作。\n    比如，移动、攻击、采集、建造、etc。\n    
src\classes\action\action.py	66	const	是否允许参加聚会：如果显式配置了则使用配置，否则重大行为默认不允许，非重大行为默认允许
src\classes\action\action.py	73	const	是否允许奇遇/霉运：如果显式配置了则使用配置，否则重大行为默认不允许，非重大行为默认允许
src\classes\action\action.py	79	const	\n        传一个avatar的ref\n        这样子实际执行的时候，可以知道avatar的能力和状态\n        可选传入world；若不传，则尝试从avatar.world获取。\n        
src\classes\action\action.py	93	const	\n        获取动作名称\n        
src\classes\action\action.py	102	const	获取动作名称的翻译
src\classes\action\action.py	109	const	获取动作描述的翻译
src\classes\action\action.py	116	const	获取可执行条件的翻译
src\classes\action\action.py	122	const	获取需要存档的运行时数据
src\classes\action\action.py	126	const	加载运行时数据
src\classes\action\action.py	130	const	\n        判断是否有可能开始执行该动作。\n        用于在AI决策时过滤掉绝对不可能执行的动作，以减小prompt长度。\n        
src\classes\action\action.py	139	const	\n        初始化动作，处理长态动作的属性设置\n        
src\classes\action\action.py	150	const	\n        执行动作，处理时间管理逻辑，然后调用具体的_execute实现\n        
src\classes\action\action.py	161	const	\n        具体的动作执行逻辑，由子类实现\n        
src\classes\action\action.py	186	const	\n    基于LLM的action，这种action一般是不需要实际的规则定义。\n    而是一种抽象的，仅有社会层面的后果的定义。\n    比如“折辱”“恶狠狠地盯着”“退婚”等\n    这种action会通过LLM生成并被执行，让NPC记忆并产生后果。\n    但是不需要规则侧做出反应来。\n    
src\classes\action\action.py	198	const	\n    动作片，可以理解成只是一种切分出来的动作。\n    不能被avatar直接执行，而是成为avatar执行某个动作的步骤。\n    
src\classes\action\action.py	207	const	\n    实际的可以被规则/LLM调用，让avatar去执行的动作。\n    不一定是多个step，也有可能就一个step。\n\n    新接口：子类必须实现 can_start/start/step/finish。\n    \n    类变量：\n    - IS_MAJOR: 是否为大事（长期记忆），默认False（小事/短期记忆）\n    
src\classes\action\action.py	221	const	\n        创建事件的辅助方法，自动带上is_major属性\n        \n        Args:\n            content: 事件内容\n            related_avatars: 相关角色ID列表\n            \n        Returns:\n            Event对象，is_major根据当前Action的IS_MAJOR类变量设置\n        
src\classes\action\action.py	259	const	\n    一次性动作：在一次 step 内完成。子类仅需实现 _execute。\n    
src\classes\action\action.py	270	const	\n    长态动作：通过类属性 duration_months 控制持续时间。\n    子类实现 _execute 作为每月的执行逻辑。\n    
src\classes\action\assassinate.py	41	const	获取成功提示词的翻译
src\classes\action\assassinate.py	46	const	获取失败提示词的翻译
src\classes\action\attack.py	30	const	获取故事提示词的翻译
src\classes\action\breakthrough.py	25	const	\n    突破境界。\n    成功率由 `CultivationProgress.get_breakthrough_success_rate()` 决定；\n    失败时按 `CultivationProgress.get_breakthrough_fail_reduce_lifespan()` 减少寿元（年）。\n    
src\classes\action\breakthrough.py	46	const	\n        计算突破境界的成功率（由修为进度给出）\n        
src\classes\action\breakthrough.py	58	const	\n        突破境界\n        
src\classes\action\breakthrough.py	97	const	\n        突破境界时更新HP的最大值并完全恢复\n\n        Args:\n            new_realm: 新的境界\n        
src\classes\action\buy.py	21	const	\n    在城镇购买物品。\n    \n    如果是丹药：购买后强制立即服用。\n    如果是其他物品：购买后放入背包。\n    如果是装备（兵器/法宝）：购买后直接装备（替换原有装备，旧装备折价售出）。\n    
src\classes\action\cast.py	26	const	\n    铸造动作：消耗同阶材料，尝试打造同阶宝物（兵器或辅助装备）。\n    持续时间：3个月\n    
src\classes\action\cast.py	60	const	\n        统计符合条件的材料数量。\n        
src\classes\action\catch.py	19	const	\n    御兽：仅百兽宗弟子可用。\n    条件：\n    - 当前处于普通区域，且该区域有动物分布\n    - 目标动物境界 <= Avatar 境界\n    结果：\n    - 按动物境界映射成功率尝试捕捉，成功则成为灵兽（覆盖旧灵兽）。\n    
src\classes\action\catch.py	53	const	百兽宗
src\classes\action\config.py	9	const	\n    读取动作相关配置的轻量封装。\n\n    用法：\n        ActionConfig.get("actions.duration.play", default=6)\n    支持以点号分隔的路径逐层 getattr，读取不到时返回 default。\n    
src\classes\action\cooldown.py	5	const	\n    冷却类装饰器：\n    - 仅当类定义了 ACTION_CD_MONTHS 且 >0 时生效\n    - 在 can_start 前置检查冷却；在 finish 后记录冷却开始月戳\n    - 冷却记录存放于 avatar._action_cd_last_months[ClassName]\n    - 同时在 DESC 中追加“（冷却：X月）”便于 UI 显示\n    
src\classes\action\cooldown.py	28	const	 个月
src\classes\action\cooldown.py	28	const	冷却中，还需 
src\classes\action\cooldown.py	28	fstring	冷却中，还需  个月
src\classes\action\devour_people.py	11	const	\n    吞噬生灵：需持有万魂幡，吞噬魂魄可较多增加战力。\n    
src\classes\action\devour_people.py	54	const	万魂幡
src\classes\action\educate.py	11	const	\n    教化（儒门修炼）：在城市中教化世人，积累气运，提升修为。\n    
src\classes\action\educate.py	39	const	\n        教化执行逻辑\n        
src\classes\action\escape.py	12	const	\n    逃离：尝试从对方身边脱离（有成功率）。\n    成功：抢占并进入 MoveAwayFromAvatar(6个月)。\n    失败：抢占并进入 Attack。\n    
src\classes\action\escape.py	28	const	\n        根据名字查找角色；找不到返回 None。\n        会自动规范化名字（去除括号等附加信息）以提高容错性。\n        
src\classes\action\event_helper.py	9	const	\n    事件推送辅助：统一“侧栏只推一次、双方都写历史”的约定。\n\n    - push_pair: 向发起者与目标同时写入事件；默认仅在发起者侧进入侧栏。\n    - push_self: 仅向自身写入事件，可控制是否进入侧栏。\n    
src\classes\action\event_helper.py	17	const	\n        向双方分发事件。\n        发起者侧会进入侧栏（to_sidebar=True），从而被 Simulator 收集并存入全局数据库。\n        由于 Simulator 已经统一处理了相关角色的交互计数，这里无需再手动调用 target.add_event。\n        
src\classes\action\event_helper.py	26	const	仅向自身分发事件。
src\classes\action\govern.py	100	const	主题围绕处理政务、遭遇邪祟、地方豪强、政敌掣肘展开。
src\classes\action\harvest.py	10	const	\n    采集动作，在有植物的区域进行采集，持续6个月\n    可以获得植物对应的材料\n    
src\classes\action\harvest.py	31	const	\n        执行采集动作\n        
src\classes\action\harvest.py	39	const	植物
src\classes\action\help_people.py	11	const	\n    在城镇救济百姓，消耗少量灵石。\n    仅正阵营可执行。\n    
src\classes\action\hunt.py	10	const	\n    狩猎动作，在有动物的区域进行狩猎，持续6个月\n    可以获得动物对应的材料\n    
src\classes\action\hunt.py	31	const	\n        执行狩猎动作\n        
src\classes\action\hunt.py	39	const	动物
src\classes\action\meditate.py	10	const	\n    禅定（佛门修炼）：不依赖灵气，通过坐禅平复心境，概率顿悟获得大量修为。\n    
src\classes\action\meditate.py	37	const	\n        禅定执行逻辑\n        
src\classes\action\mine.py	10	const	\n    挖矿动作，在有矿脉的区域进行挖矿，持续6个月\n    可以获得矿脉对应的矿石\n    
src\classes\action\mine.py	31	const	\n        执行挖矿动作\n        
src\classes\action\mine.py	39	const	矿脉
src\classes\action\move.py	8	const	\n    最基础的移动动作，在tile之间进行切换。\n    
src\classes\action\move.py	21	const	\n        移动到某个tile\n        
src\classes\action\move_away_from_avatar.py	15	const	\n    持续远离指定角色，持续6个月。\n    - 规则：每月尝试使与目标的曼哈顿距离增大一步\n    - 任何时候都可以启动\n    
src\classes\action\move_away_from_avatar.py	31	const	\n        根据名字查找角色；找不到返回 None。\n        会自动规范化名字（去除括号等附加信息）以提高容错性。\n        
src\classes\action\move_helper.py	5	const	\n    在不超过给定曼哈顿步长 step 的前提下，对 (dx, dy) 进行裁剪，且优先斜向移动。\n\n    规则：\n    - 返回的 (mx, my) 满足 |mx| + |my| <= step\n    - 每轴不超过原目标量：|mx| <= |dx|, |my| <= |dy|\n    - 优先分配斜向步（即同时占用 x 与 y 各 1 步），其后再把剩余步数分配给剩余距离更大的轴\n    - 保持原方向（符号）\n    
src\classes\action\move_to_avatar.py	13	const	\n    朝另一个角色当前位置移动。\n    
src\classes\action\move_to_avatar.py	27	const	\n        根据名字查找目标角色；找不到返回 None。\n        会自动规范化名字（去除括号等附加信息）以提高容错性。\n        
src\classes\action\move_to_direction.py	12	const	\n    方向管理类，统一管理方向的向量定义和名称转换\n    
src\classes\action\move_to_direction.py	29	const	北
src\classes\action\move_to_direction.py	30	const	南
src\classes\action\move_to_direction.py	31	const	西
src\classes\action\move_to_direction.py	32	const	东
src\classes\action\move_to_direction.py	33	const	東
src\classes\action\move_to_direction.py	38	const	北
src\classes\action\move_to_direction.py	39	const	南
src\classes\action\move_to_direction.py	40	const	西
src\classes\action\move_to_direction.py	41	const	东
src\classes\action\move_to_direction.py	42	const	北
src\classes\action\move_to_direction.py	43	const	南
src\classes\action\move_to_direction.py	44	const	西
src\classes\action\move_to_direction.py	45	const	东
src\classes\action\move_to_direction.py	46	const	北
src\classes\action\move_to_direction.py	46	const	北
src\classes\action\move_to_direction.py	47	const	南
src\classes\action\move_to_direction.py	47	const	南
src\classes\action\move_to_direction.py	48	const	西
src\classes\action\move_to_direction.py	48	const	西
src\classes\action\move_to_direction.py	49	const	东
src\classes\action\move_to_direction.py	49	const	东
src\classes\action\move_to_direction.py	50	const	东
src\classes\action\move_to_direction.py	50	const	東
src\classes\action\move_to_direction.py	62	const	北
src\classes\action\move_to_direction.py	63	const	南
src\classes\action\move_to_direction.py	64	const	西
src\classes\action\move_to_direction.py	65	const	东
src\classes\action\move_to_direction.py	66	const	東
src\classes\action\move_to_direction.py	87	const	\n    向某个方向移动探索（固定时长6个月）\n    
src\classes\action\move_to_region.py	16	const	\n    移动到某个region\n    
src\classes\action\move_to_region.py	34	const	\n        获取或生成本次移动的目标坐标。\n        如果尚未生成，则从区域坐标集合中随机选取一个。\n        
src\classes\action\move_to_region.py	51	const	\n        移动到某个region\n        
src\classes\action\nurture_weapon.py	10	const	\n    温养兵器：花时间温养兵器，可以较多增加熟练度\n    
src\classes\action\plant.py	17	const	\n    种植动作，在普通区域进行种植，持续6个月\n    可以直接获得灵石\n    
src\classes\action\plant.py	38	const	\n        执行种植动作\n        
src\classes\action\play.py	16	const	消遣动作基类
src\classes\action\play.py	24	const	尝试触发额外收益 (突破概率)
src\classes\action\plunder_people.py	11	const	\n    在城镇对百姓进行搜刮，获取少量灵石。\n    仅邪阵营可执行。\n    
src\classes\action\refine.py	24	const	\n    炼丹动作：消耗同阶材料，尝试炼制同阶丹药。\n    持续时间：3个月\n    
src\classes\action\refine.py	58	const	\n        统计符合条件的材料数量。\n        注意：统计所有材料，不限于矿石。\n        
src\classes\action\registry.py	7	const	\n    动作注册表：维护动作名到类的映射，并标注哪些是“可实际执行”的动作。\n\n    - register(action_cls, actual): 注册一个动作类\n    - get(name): 按名称获取动作类\n    - all()/all_actual(): 获取全部/实际可执行的动作类集合\n    
src\classes\action\respire.py	12	const	\n    吐纳动作，可以增加修仙进度。\n    
src\classes\action\respire.py	38	const	\n        吐纳\n        获得的exp取决于区域类型和灵气匹配情况：\n        - 修炼区域 + 匹配灵气：exp = BASE_EXP_PER_DENSITY * density\n        - 修炼区域 + 无匹配灵气 或 非修炼区域：exp = BASE_EXP_LOW_EFFICIENCY\n        
src\classes\action\respire.py	62	const	\n        获取当前区域与角色灵根匹配的灵气密度。\n        - 洞府/秘境 (CultivateRegion)：按原有逻辑根据单一灵气类型计算；\n        - 宗门总部 (SectRegion)：仅本门弟子视为修炼环境，五行等效密度为 5；\n        - 其它区域：返回 0。\n        
src\classes\action\respire.py	85	const	\n        根据区域类型和灵气匹配情况计算基础经验\n        
src\classes\action\retreat.py	16	const	\n    闭关：赌博性质的行为。\n    随机持续 1-5 年。\n    成功：获得持续10年的突破概率加成。\n    失败：减少寿元。\n    
src\classes\action\retreat.py	54	const	\n        计算闭关成功率\n        练气(0): 50%, 筑基(1): 40%, 金丹(2): 30%, 元婴(3): 20%\n        
src\classes\action\self_heal.py	10	const	\n    静养疗伤。\n    单月动作。非宗门总部恢复一定比例HP，在宗门总部则回满HP。\n    
src\classes\action\sell.py	17	const	\n    在城镇出售指定名称的物品/装备。\n    如果是材料：一次性卖出持有的全部数量。\n    如果是装备：卖出当前装备的（如果是当前装备）。\n    收益通过 avatar.sell_material() / sell_weapon() / sell_auxiliary() 结算。\n    
src\classes\action\targeting_mixin.py	16	const	\n    目标与距离等通用工具：为动作类提供统一的查找与抢占能力。\n\n    注意：不做异常吞噬，失败路径返回 None 或 False，由调用方决策。\n    
src\classes\action\targeting_mixin.py	22	const	\n        根据名字查找角色。\n        会自动规范化名字（去除括号等附加信息）以提高容错性。\n        
src\classes\action\targeting_mixin.py	55	const	抢占目标：清空其计划并中断当前动作。
src\classes\action\targeting_mixin.py	60	const	将动作立即加载并提交为当前动作，触发开始事件。
src\classes\action\targeting_mixin.py	65	const	\n        验证目标角色是否有效（存在且存活）。\n\n        Args:\n            name: 目标角色名。\n\n        Returns:\n            (target, can_proceed, reason)\n            - target: 找到的角色对象，无效时为 None。\n            - can_proceed: 是否可以继续。\n            - reason: 失败原因（成功时为空字符串）。\n        
src\classes\action\targeting_mixin.py	78	const	缺少目标参数
src\classes\action\targeting_mixin.py	81	const	目标不存在
src\classes\action\targeting_mixin.py	83	const	目标已死亡
src\classes\action\temper.py	8	const	\n    锻体动作，武道专属修炼方式。\n    不依赖灵气，消耗时间锤炼肉身。\n    
src\classes\action_runtime.py	9	const	\n    动作推进过程中的标准状态枚举。\n    - RUNNING: 仍在进行中，需要在未来的 tick 中继续推进\n    - COMPLETED: 已正常完成\n    - FAILED: 执行失败（参数/前置条件等导致）\n    - CANCELLED: 被外部取消（如被其他动作抢占）\n    - INTERRUPTED: 运行中被打断（如战斗/事件中断）\n    
src\classes\action_runtime.py	27	const	\n    标准动作返回体。所有 Action.step() 必须返回该类型。\n\n    Attributes:\n        status: 当前推进后的状态（见 ActionStatus）\n        events: 在本次推进过程中生成的事件（通常由 Avatar 收集并展示）\n        payload: 可选的结构化数据，便于上层消费（如数值、战斗结果等）\n        next_action: 可选的“建议下一个动作”（名称, 参数）供上层调度策略参考\n    
src\classes\action_runtime.py	45	const	\n    计划中的动作项：尚未提交执行。\n    仅包含 class 名与参数，外加可选的调度策略字段。\n    
src\classes\action_runtime.py	57	const	转换为可序列化的字典
src\classes\action_runtime.py	69	const	从字典重建ActionPlan
src\classes\action_runtime.py	82	const	\n    已提交并开始执行的动作实例。\n    
src\classes\actions.py	34	const	\n    动态获取当前语言环境下的动作描述信息。\n    如果提供了 avatar，则会过滤掉该角色绝对不可能执行的动作。\n    
src\classes\actions.py	49	const	\n    获取JSON格式的动作描述字符串\n    
src\classes\age.py	7	const	\n    角色寿元管理。\n\n    新模型：\n    - 先天寿元 `innate_max_lifespan`：角色出生/创建时随机得到\n    - 实际寿元 `max_lifespan`：先天寿元 + 所有效果中的 extra_max_lifespan\n    - 不再存在“衰老区”或缓慢老死概率；达到/超过寿元时立即死亡\n    
src\classes\ai.py	1	const	\nNPC AI 的类。\n这里指的是 NPC 的决策机制。\n
src\classes\ai.py	21	const	\n    抽象AI：统一采用批量接口。\n    
src\classes\ai.py	30	const	\n        决定做什么，同时生成对应的事件。\n        由于底层 LLM 调用已接入全局任务池，此处直接并发执行所有任务即可。\n        
src\classes\ai.py	51	const	\n        异步决策逻辑：通过LLM决定执行什么动作和参数\n        
src\classes\alignment.py	5	const	\n    阵营：正/中立/邪。\n    值使用英文，便于与代码/保存兼容；__str__ 返回翻译后的文本。\n    
src\classes\alignment.py	33	const	\n        允许与同类或字符串比较：\n        - Alignment: 恒等比较\n        - str: 同时支持英文值（value）与中文显示（__str__）\n        
src\classes\alignment.py	46	const	\n        将字符串解析为 Alignment，支持中文与英文别名。\n        未识别时返回中立。\n        
src\classes\alignment.py	52	const	正
src\classes\alignment.py	53	const	中
src\classes\alignment.py	53	const	中立
src\classes\alignment.py	54	const	邪
src\classes\alignment.py	74	const	正
src\classes\alignment.py	75	const	中立
src\classes\alignment.py	76	const	邪
src\classes\animal.py	11	const	\n    动物\n    
src\classes\animal.py	24	const	初始化物品实例
src\classes\animal.py	36	const	\n        获取动物的详细信息，包括名字、描述、境界和材料\n        
src\classes\animal.py	63	const	从配表加载animal数据
src\classes\animal.py	87	const	重新加载数据，保留全局字典引用
src\classes\appearance.py	10	const	\n    外貌/颜值\n    
src\classes\appearance.py	23	const	\n        根据性别返回更贴切的描述；若未提供性别或无法识别，则默认使用男性描述。\n        不依赖具体 Gender 类型，避免循环导入。\n        
src\classes\appearance.py	30	const	女
src\classes\appearance.py	61	const	返回一个随机外貌实例。
src\classes\appearance.py	68	const	\n    按等级(1~10)返回外貌实例；越界时夹在范围内。\n    返回新实例，避免外部持有池中引用。\n    
src\classes\avatar_metrics.py	8	const	预定义的度量标签
src\classes\avatar_metrics.py	22	const	\n    Avatar 状态快照，用于追踪角色成长轨迹。\n\n    设计原则：\n    - 轻量：仅记录关键指标\n    - 不可变：快照一旦创建不修改\n    - 可选：不影响现有功能\n    
src\classes\avatar_metrics.py	50	const	转换为可序列化的字典（用于存档）
src\classes\avatar_metrics.py	55	const	从字典重建（用于读档）
src\classes\backstory.py	14	const	\n    判断角色是否需要生成身世。\n    
src\classes\backstory.py	27	const	\n    调用 LLM 生成角色身世。\n    
src\classes\backstory.py	48	const	 生成身世：
src\classes\backstory.py	48	const	为角色 
src\classes\backstory.py	48	fstring	为角色  生成身世：
src\classes\backstory.py	52	const	生成身世失败 
src\classes\backstory.py	52	fstring	生成身世失败 : 
src\classes\backstory.py	56	const	\n    为角色生成并设置身世（如果不满足条件则跳过）。\n    无返回值，直接修改 avatar 属性。\n    
src\classes\birth.py	14	const	\n    处理世界中的生育逻辑。\n    遍历所有存活角色，检查符合条件的道侣并尝试生成子女。\n    \n    Returns:\n        生成的事件列表\n    
src\classes\birth.py	77	const	\n    为一对伴侣创建子女\n    
src\classes\celestial_phenomenon.py	1	const	\n天地灵机系统\n=============\n\n天地灵机是影响整个修仙世界的天象异动，提供全局性的buff/debuff。\n\n特点：\n- 不绑定任何角色，属于世界事件\n- 定期变化（默认5年一次）\n- 支持条件判断（如针对特定灵根、兵器类型等）\n- 使用effect系统，与角色自身effects合并\n\n扩展性：\n- 未来可支持多天象并存（主天象+次天象）\n- 未来可支持特殊事件触发天象变化（如飞升、大战等）\n- 未来可支持地域性天象（只影响特定区域/宗门）\n
src\classes\celestial_phenomenon.py	32	const	\n    天地灵机（天象异动）\n    \n    字段与 static/game_configs/celestial_phenomenon.csv 对应：\n    - id: 唯一标识符\n    - name: 天象名称（修仙风格）\n    - rarity: 稀有度（N/R/SR/SSR），决定显示颜色和出现概率\n    - effects: JSON格式的效果配置，支持条件判断\n    - desc: 天象描述文字（用于UI显示和事件生成）\n    - duration_years: 持续年限（默认5年）\n    
src\classes\celestial_phenomenon.py	53	const	根据稀有度获取出现概率权重
src\classes\celestial_phenomenon.py	57	const	获取简略信息
src\classes\celestial_phenomenon.py	61	const	获取详细信息
src\classes\celestial_phenomenon.py	68	const	从配表加载天地灵机数据
src\classes\celestial_phenomenon.py	103	const	重新加载数据，保留全局字典引用
src\classes\celestial_phenomenon.py	113	const	\n    按权重随机选择一个天地灵机\n    \n    Returns:\n        CelestialPhenomenon 或 None（如果没有可用的天象）\n    
src\classes\circulation.py	12	const	\n    出世物品流通管理器\n    记录所有从角色身上流出的贵重物品（出售、死亡掉落且未被夺取等）\n    用于后续拍卖会等玩法的物品池\n    
src\classes\circulation.py	28	const	记录一共有多少个sold items
src\classes\circulation.py	32	const	记录一件流出的兵器
src\classes\circulation.py	40	const	记录一件流出的辅助装备
src\classes\circulation.py	46	const	记录一件流出的丹药
src\classes\circulation.py	56	const	\n        通用入口：记录一件流出的物品。\n        根据物品类型自动分发到对应的存储列表中。\n        设计此方法的目的是为了统一所有物品流出逻辑，避免各个业务模块手动判断类型。\n        
src\classes\circulation.py	77	const	\n        从流通池移除物品\n        
src\classes\circulation.py	95	const	序列化为字典以便存档
src\classes\circulation.py	103	const	从字典恢复数据
src\classes\circulation.py	133	const	将物品对象转换为简略的存储格式
src\classes\close_relation_event_service.py	25	const	结为道侣
src\classes\close_relation_event_service.py	26	const	结为义兄弟姐妹
src\classes\close_relation_event_service.py	27	const	建立师徒关系
src\classes\close_relation_event_service.py	143	const	建立了重要关系
src\classes\color.py	1	const	\n颜色系统\n统一管理游戏中各种等级、稀有度的颜色方案\n
src\classes\color.py	12	const	支持颜色分级的协议
src\classes\color.py	16	const	返回RGB颜色值
src\classes\color.py	24	const	预定义的颜色常量
src\classes\color.py	51	const	\n    从映射字典中获取颜色\n\n    Args:\n        grade_value: 等级对象\n        color_mapping: 等级到颜色的映射字典\n        default_color: 默认颜色\n\n    Returns:\n        RGB颜色元组\n    
src\classes\color.py	66	const	\n    将文本格式化为带颜色标记的字符串，供前端渲染使用\n    格式：<color:R,G,B>text</color>\n\n    Args:\n        text: 要着色的文本\n        color_rgb: RGB颜色元组\n\n    Returns:\n        带颜色标记的文本字符串\n    
src\classes\color.py	82	const	RGB 整数元组转 16 进制字符串（#rrggbb）
src\classes\color.py	88	const	\n    将包含 <color> 标签的文本拆分为 segments，\n    每个 segment 结构：{"text": "...", "color": "#rrggbb"}（color 可选）。\n    
src\classes\core\avatar\__init__.py	1	const	\nAvatar 模块\n\n将原 avatar.py 拆分为多个子模块，通过此 __init__.py 导出以保持向后兼容。\n
src\classes\core\avatar\action_mixin.py	1	const	\nAvatar 动作管理 Mixin\n
src\classes\core\avatar\action_mixin.py	23	const	动作管理相关方法
src\classes\core\avatar\action_mixin.py	26	const	\n        根据动作名称创建新的action实例\n        \n        Args:\n            action_name: 动作类的名称（如 'Respire', 'Breakthrough' 等）\n        \n        Returns:\n            新创建的Action实例\n        \n        Raises:\n            ValueError: 如果找不到对应的动作类\n        
src\classes\core\avatar\action_mixin.py	48	const	\n        加载AI的决策结果（动作链），立即设置第一个为当前动作，其余进入队列。\n        \n        Args:\n            action_name_params_pairs: 动作名和参数对列表\n            avatar_thinking: 思考内容\n            short_term_objective: 短期目标\n            prepend: 是否插队到最前面（默认False，即追加到末尾）\n        
src\classes\core\avatar\action_mixin.py	75	const	\n        提交下一个可启动的计划为当前动作；返回开始事件（若有）。\n        
src\classes\core\avatar\action_mixin.py	87	const	非法动作: Avatar(name=%s,id=%s) 的动作 %s 参数=%s 无法启动，原因=%s
src\classes\core\avatar\action_mixin.py	94	const	非法参数: Avatar(name=%s) 动作 %s 参数类型错误: %s
src\classes\core\avatar\action_mixin.py	104	const	动作启动失败: Avatar(name=%s) 动作 %s 参数校验异常: %s
src\classes\core\avatar\action_mixin.py	113	const	非法动作: Avatar(name=%s,id=%s) 的动作 %s 参数=%s 无法启动，原因=%s
